timestamp, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/04/28 20:00:36.626, 141.71 W, 88, 1717 MHz, 7301 MHz
2026/04/28 20:00:37.626, 143.32 W, 90, 1717 MHz, 7301 MHz
2026/04/28 20:00:38.627, 143.40 W, 89, 1717 MHz, 7301 MHz
2026/04/28 20:00:39.627, 145.77 W, 90, 1725 MHz, 7301 MHz
2026/04/28 20:00:40.627, 145.17 W, 89, 1657 MHz, 7301 MHz
2026/04/28 20:00:41.627, 139.98 W, 90, 1687 MHz, 7301 MHz
2026/04/28 20:00:42.628, 139.38 W, 86, 1747 MHz, 7301 MHz
2026/04/28 20:00:43.628, 139.97 W, 87, 1747 MHz, 7301 MHz
2026/04/28 20:00:44.628, 142.82 W, 89, 1657 MHz, 7301 MHz
2026/04/28 20:00:45.628, 140.17 W, 87, 1642 MHz, 7301 MHz
2026/04/28 20:00:46.628, 138.74 W, 88, 1657 MHz, 7301 MHz
2026/04/28 20:00:47.628, 138.00 W, 87, 1605 MHz, 7301 MHz
2026/04/28 20:00:48.628, 140.51 W, 87, 1642 MHz, 7301 MHz
2026/04/28 20:00:49.628, 141.67 W, 87, 1657 MHz, 7301 MHz
2026/04/28 20:00:50.628, 140.60 W, 87, 1815 MHz, 7301 MHz
2026/04/28 20:00:51.628, 139.23 W, 87, 1642 MHz, 7301 MHz
2026/04/28 20:00:52.628, 139.29 W, 89, 1642 MHz, 7301 MHz
2026/04/28 20:00:53.628, 144.93 W, 90, 1747 MHz, 7301 MHz
2026/04/28 20:00:54.629, 144.86 W, 89, 1560 MHz, 7301 MHz
2026/04/28 20:00:55.629, 143.02 W, 90, 1770 MHz, 7301 MHz
2026/04/28 20:00:56.629, 145.91 W, 90, 1642 MHz, 7301 MHz
2026/04/28 20:00:57.629, 143.75 W, 90, 1672 MHz, 7301 MHz
2026/04/28 20:00:58.629, 140.23 W, 90, 1747 MHz, 7301 MHz
2026/04/28 20:00:59.629, 146.94 W, 90, 1687 MHz, 7301 MHz
2026/04/28 20:01:00.629, 143.29 W, 91, 1695 MHz, 7301 MHz
2026/04/28 20:01:01.629, 143.84 W, 90, 1582 MHz, 7301 MHz
2026/04/28 20:01:02.629, 138.96 W, 88, 1710 MHz, 7301 MHz
2026/04/28 20:01:03.629, 142.43 W, 90, 1837 MHz, 7301 MHz
2026/04/28 20:01:04.629, 144.05 W, 87, 1792 MHz, 7301 MHz
2026/04/28 20:01:05.629, 141.33 W, 89, 1845 MHz, 7301 MHz
2026/04/28 20:01:06.630, 140.33 W, 88, 1530 MHz, 7301 MHz
2026/04/28 20:01:07.630, 139.35 W, 87, 1560 MHz, 7301 MHz
2026/04/28 20:01:08.630, 141.29 W, 89, 1612 MHz, 7301 MHz
2026/04/28 20:01:09.630, 136.72 W, 86, 1762 MHz, 7301 MHz
2026/04/28 20:01:10.630, 139.64 W, 88, 1770 MHz, 7301 MHz
2026/04/28 20:01:11.630, 140.45 W, 89, 1710 MHz, 7301 MHz
2026/04/28 20:01:12.630, 141.48 W, 88, 1425 MHz, 7301 MHz
2026/04/28 20:01:13.630, 140.76 W, 87, 1800 MHz, 7301 MHz
2026/04/28 20:01:14.630, 138.44 W, 88, 1567 MHz, 7301 MHz
2026/04/28 20:01:15.630, 138.64 W, 86, 1672 MHz, 7301 MHz
2026/04/28 20:01:16.630, 140.78 W, 87, 1402 MHz, 7301 MHz
2026/04/28 20:01:17.630, 137.86 W, 87, 1537 MHz, 7301 MHz
2026/04/28 20:01:18.630, 136.73 W, 87, 1530 MHz, 7301 MHz
2026/04/28 20:01:19.631, 142.75 W, 90, 1620 MHz, 7301 MHz
2026/04/28 20:01:20.631, 144.92 W, 89, 1822 MHz, 7301 MHz
2026/04/28 20:01:21.631, 144.03 W, 89, 1740 MHz, 7301 MHz
2026/04/28 20:01:22.631, 142.06 W, 89, 1672 MHz, 7301 MHz
2026/04/28 20:01:23.631, 138.49 W, 88, 1507 MHz, 7301 MHz
2026/04/28 20:01:24.631, 143.31 W, 90, 1702 MHz, 7301 MHz
2026/04/28 20:01:25.631, 140.80 W, 90, 1590 MHz, 7301 MHz
2026/04/28 20:01:26.631, 145.50 W, 91, 1567 MHz, 7301 MHz
2026/04/28 20:01:27.631, 142.82 W, 90, 1515 MHz, 7301 MHz
2026/04/28 20:01:28.631, 142.67 W, 90, 1687 MHz, 7301 MHz
2026/04/28 20:01:29.631, 143.81 W, 90, 1650 MHz, 7301 MHz
2026/04/28 20:01:30.631, 139.11 W, 89, 1612 MHz, 7301 MHz
2026/04/28 20:01:31.631, 144.12 W, 89, 1612 MHz, 7301 MHz
2026/04/28 20:01:32.631, 140.72 W, 89, 1740 MHz, 7301 MHz
2026/04/28 20:01:33.631, 140.83 W, 88, 1650 MHz, 7301 MHz
2026/04/28 20:01:34.632, 138.08 W, 87, 1687 MHz, 7301 MHz
2026/04/28 20:01:35.632, 143.23 W, 87, 1620 MHz, 7301 MHz
2026/04/28 20:01:36.632, 143.45 W, 87, 1650 MHz, 7301 MHz
2026/04/28 20:01:37.632, 143.22 W, 87, 1515 MHz, 7301 MHz
2026/04/28 20:01:38.632, 138.93 W, 87, 1620 MHz, 7301 MHz
2026/04/28 20:01:39.632, 140.15 W, 88, 1605 MHz, 7301 MHz
2026/04/28 20:01:40.632, 136.03 W, 84, 1777 MHz, 7301 MHz
2026/04/28 20:01:41.632, 139.73 W, 87, 1762 MHz, 7301 MHz
2026/04/28 20:01:42.632, 141.31 W, 86, 1747 MHz, 7301 MHz
2026/04/28 20:01:43.633, 141.20 W, 86, 1725 MHz, 7301 MHz
2026/04/28 20:01:44.633, 141.39 W, 88, 1785 MHz, 7301 MHz
2026/04/28 20:01:45.633, 140.42 W, 88, 1770 MHz, 7301 MHz
2026/04/28 20:01:46.633, 143.07 W, 90, 1800 MHz, 7301 MHz
2026/04/28 20:01:47.633, 139.76 W, 86, 1387 MHz, 7301 MHz
2026/04/28 20:01:48.633, 138.79 W, 90, 1642 MHz, 7301 MHz
2026/04/28 20:01:49.633, 145.29 W, 90, 1777 MHz, 7301 MHz
2026/04/28 20:01:50.633, 141.16 W, 89, 1680 MHz, 7301 MHz
2026/04/28 20:01:51.634, 144.03 W, 87, 1770 MHz, 7301 MHz
2026/04/28 20:01:52.634, 137.58 W, 87, 1687 MHz, 7301 MHz
2026/04/28 20:01:53.634, 142.37 W, 88, 1657 MHz, 7301 MHz
2026/04/28 20:01:54.634, 139.04 W, 86, 1845 MHz, 7301 MHz
2026/04/28 20:01:55.634, 141.68 W, 86, 1777 MHz, 7301 MHz
2026/04/28 20:01:56.634, 141.36 W, 87, 1695 MHz, 7301 MHz
2026/04/28 20:01:57.634, 143.20 W, 86, 1672 MHz, 7301 MHz
2026/04/28 20:01:58.634, 142.21 W, 88, 1597 MHz, 7301 MHz
2026/04/28 20:01:59.635, 141.63 W, 87, 1845 MHz, 7301 MHz
2026/04/28 20:02:00.635, 142.83 W, 89, 1492 MHz, 7301 MHz
2026/04/28 20:02:01.635, 140.55 W, 89, 1507 MHz, 7301 MHz
2026/04/28 20:02:02.635, 144.31 W, 90, 1507 MHz, 7301 MHz
2026/04/28 20:02:03.635, 140.88 W, 89, 1732 MHz, 7301 MHz
2026/04/28 20:02:04.635, 140.45 W, 87, 1605 MHz, 7301 MHz
2026/04/28 20:02:05.635, 144.30 W, 87, 1657 MHz, 7301 MHz
2026/04/28 20:02:06.635, 143.37 W, 87, 1822 MHz, 7301 MHz
2026/04/28 20:02:07.635, 143.51 W, 86, 1545 MHz, 7301 MHz
2026/04/28 20:02:08.636, 143.42 W, 87, 1582 MHz, 7301 MHz
2026/04/28 20:02:09.636, 137.71 W, 84, 1777 MHz, 7301 MHz
2026/04/28 20:02:10.636, 142.09 W, 89, 1582 MHz, 7301 MHz
2026/04/28 20:02:11.636, 143.05 W, 89, 1590 MHz, 7301 MHz
2026/04/28 20:02:12.636, 143.15 W, 90, 1740 MHz, 7301 MHz
2026/04/28 20:02:13.636, 141.91 W, 89, 1710 MHz, 7301 MHz
2026/04/28 20:02:14.636, 142.32 W, 87, 1612 MHz, 7301 MHz
2026/04/28 20:02:15.636, 141.16 W, 88, 1672 MHz, 7301 MHz
2026/04/28 20:02:16.636, 138.47 W, 88, 1732 MHz, 7301 MHz
2026/04/28 20:02:17.637, 142.24 W, 88, 1732 MHz, 7301 MHz
2026/04/28 20:02:18.637, 138.78 W, 88, 1680 MHz, 7301 MHz
2026/04/28 20:02:19.637, 139.60 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:02:20.637, 141.47 W, 89, 1747 MHz, 7301 MHz
2026/04/28 20:02:21.637, 140.01 W, 89, 1642 MHz, 7301 MHz
2026/04/28 20:02:22.637, 142.33 W, 88, 1740 MHz, 7301 MHz
2026/04/28 20:02:23.637, 138.29 W, 86, 1732 MHz, 7301 MHz
2026/04/28 20:02:24.637, 136.51 W, 86, 1762 MHz, 7301 MHz
2026/04/28 20:02:25.637, 145.81 W, 87, 1620 MHz, 7301 MHz
2026/04/28 20:02:26.638, 145.55 W, 87, 1650 MHz, 7301 MHz
2026/04/28 20:02:27.638, 144.70 W, 87, 1627 MHz, 7301 MHz
2026/04/28 20:02:28.638, 144.17 W, 90, 1597 MHz, 7301 MHz
2026/04/28 20:02:29.638, 143.04 W, 89, 1620 MHz, 7301 MHz
2026/04/28 20:02:30.638, 141.19 W, 88, 1627 MHz, 7301 MHz
2026/04/28 20:02:31.638, 144.19 W, 87, 1567 MHz, 7301 MHz
2026/04/28 20:02:32.638, 144.50 W, 87, 1807 MHz, 7301 MHz
2026/04/28 20:02:33.638, 135.61 W, 86, 1777 MHz, 7301 MHz
2026/04/28 20:02:34.639, 146.53 W, 89, 1830 MHz, 7301 MHz
2026/04/28 20:02:35.639, 144.42 W, 88, 1597 MHz, 7301 MHz
2026/04/28 20:02:36.639, 144.71 W, 89, 1762 MHz, 7301 MHz
2026/04/28 20:02:37.639, 138.53 W, 89, 1762 MHz, 7301 MHz
2026/04/28 20:02:38.639, 143.24 W, 87, 1762 MHz, 7301 MHz
2026/04/28 20:02:39.639, 145.06 W, 87, 1605 MHz, 7301 MHz
2026/04/28 20:02:40.639, 136.34 W, 86, 1837 MHz, 7301 MHz
2026/04/28 20:02:41.639, 145.59 W, 87, 1597 MHz, 7301 MHz
2026/04/28 20:02:42.639, 146.78 W, 90, 1620 MHz, 7301 MHz
2026/04/28 20:02:43.640, 137.29 W, 89, 1605 MHz, 7301 MHz
2026/04/28 20:02:44.640, 144.69 W, 90, 1552 MHz, 7301 MHz
2026/04/28 20:02:45.640, 137.48 W, 86, 1777 MHz, 7301 MHz
2026/04/28 20:02:46.974, 142.04 W, 89, 1387 MHz, 7301 MHz
2026/04/28 20:02:47.975, 136.70 W, 87, 1687 MHz, 7301 MHz
2026/04/28 20:02:48.975, 139.26 W, 87, 1725 MHz, 7301 MHz
2026/04/28 20:02:49.975, 139.30 W, 86, 1680 MHz, 7301 MHz
2026/04/28 20:02:50.975, 144.71 W, 86, 1702 MHz, 7301 MHz
2026/04/28 20:02:51.975, 141.16 W, 87, 1732 MHz, 7301 MHz
2026/04/28 20:02:52.975, 141.75 W, 89, 1500 MHz, 7301 MHz
2026/04/28 20:02:53.975, 142.98 W, 89, 1507 MHz, 7301 MHz
2026/04/28 20:02:54.975, 144.95 W, 87, 1650 MHz, 7301 MHz
2026/04/28 20:02:55.975, 136.65 W, 88, 1530 MHz, 7301 MHz
2026/04/28 20:02:56.976, 143.18 W, 87, 1665 MHz, 7301 MHz
2026/04/28 20:02:57.976, 144.60 W, 89, 1657 MHz, 7301 MHz
2026/04/28 20:02:58.976, 143.03 W, 90, 1657 MHz, 7301 MHz
2026/04/28 20:02:59.976, 143.61 W, 89, 1740 MHz, 7301 MHz
2026/04/28 20:03:00.976, 142.34 W, 88, 1680 MHz, 7301 MHz
2026/04/28 20:03:01.976, 144.94 W, 87, 1545 MHz, 7301 MHz
2026/04/28 20:03:02.976, 135.78 W, 82, 1837 MHz, 7301 MHz
2026/04/28 20:03:03.977, 138.18 W, 85, 1447 MHz, 7301 MHz
2026/04/28 20:03:04.977, 139.07 W, 89, 1432 MHz, 7301 MHz
2026/04/28 20:03:05.977, 139.21 W, 88, 1665 MHz, 7301 MHz
2026/04/28 20:03:06.977, 145.35 W, 86, 1717 MHz, 7301 MHz
2026/04/28 20:03:07.977, 144.36 W, 88, 1590 MHz, 7301 MHz
2026/04/28 20:03:08.977, 146.27 W, 87, 1545 MHz, 7301 MHz
2026/04/28 20:03:09.977, 143.57 W, 89, 1477 MHz, 7301 MHz
2026/04/28 20:03:10.977, 143.07 W, 90, 1740 MHz, 7301 MHz
2026/04/28 20:03:11.977, 143.37 W, 88, 1845 MHz, 7301 MHz
2026/04/28 20:03:12.978, 143.91 W, 87, 1680 MHz, 7301 MHz
2026/04/28 20:03:13.978, 136.60 W, 88, 1680 MHz, 7301 MHz
2026/04/28 20:03:14.978, 145.21 W, 89, 1635 MHz, 7301 MHz
2026/04/28 20:03:15.978, 142.97 W, 90, 1695 MHz, 7301 MHz
2026/04/28 20:03:16.978, 141.32 W, 88, 1792 MHz, 7301 MHz
2026/04/28 20:03:17.978, 145.08 W, 87, 1687 MHz, 7301 MHz
2026/04/28 20:03:18.978, 140.47 W, 88, 1552 MHz, 7301 MHz
2026/04/28 20:03:19.978, 144.85 W, 88, 1732 MHz, 7301 MHz
2026/04/28 20:03:20.979, 142.46 W, 88, 1477 MHz, 7301 MHz
2026/04/28 20:03:21.979, 138.43 W, 89, 1732 MHz, 7301 MHz
2026/04/28 20:03:22.979, 138.48 W, 88, 1702 MHz, 7301 MHz
2026/04/28 20:03:24.166, 145.35 W, 88, 1462 MHz, 7301 MHz
2026/04/28 20:03:25.166, 146.62 W, 87, 1845 MHz, 7301 MHz
2026/04/28 20:03:26.167, 142.00 W, 88, 1672 MHz, 7301 MHz
2026/04/28 20:03:27.167, 140.19 W, 89, 1612 MHz, 7301 MHz
2026/04/28 20:03:28.167, 137.77 W, 88, 1702 MHz, 7301 MHz
2026/04/28 20:03:29.284, 145.65 W, 87, 1665 MHz, 7301 MHz
2026/04/28 20:03:30.284, 145.24 W, 88, 1695 MHz, 7301 MHz
2026/04/28 20:03:31.284, 140.60 W, 86, 1327 MHz, 7301 MHz
2026/04/28 20:03:32.284, 131.60 W, 87, 1672 MHz, 7301 MHz
2026/04/28 20:03:33.284, 146.69 W, 87, 1837 MHz, 7301 MHz
2026/04/28 20:03:34.284, 145.14 W, 88, 1710 MHz, 7301 MHz
2026/04/28 20:03:35.284, 139.82 W, 86, 1500 MHz, 7301 MHz
2026/04/28 20:03:36.285, 138.24 W, 89, 1755 MHz, 7301 MHz
2026/04/28 20:03:37.285, 142.99 W, 85, 1275 MHz, 7301 MHz
2026/04/28 20:03:38.285, 139.04 W, 87, 1672 MHz, 7301 MHz
2026/04/28 20:03:39.285, 140.65 W, 86, 1710 MHz, 7301 MHz
2026/04/28 20:03:40.285, 142.37 W, 87, 1635 MHz, 7301 MHz
2026/04/28 20:03:41.285, 141.13 W, 90, 1507 MHz, 7301 MHz
2026/04/28 20:03:42.285, 143.32 W, 86, 1612 MHz, 7301 MHz
2026/04/28 20:03:43.285, 138.57 W, 86, 1777 MHz, 7301 MHz
2026/04/28 20:03:44.286, 146.03 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:03:45.286, 138.98 W, 87, 1680 MHz, 7301 MHz
2026/04/28 20:03:46.286, 143.59 W, 90, 1755 MHz, 7301 MHz
2026/04/28 20:03:47.286, 146.22 W, 88, 1717 MHz, 7301 MHz
2026/04/28 20:03:48.286, 139.44 W, 87, 1762 MHz, 7301 MHz
2026/04/28 20:03:49.286, 143.68 W, 90, 1627 MHz, 7301 MHz
2026/04/28 20:03:50.286, 145.90 W, 89, 1845 MHz, 7301 MHz
2026/04/28 20:03:51.286, 139.70 W, 88, 1635 MHz, 7301 MHz
2026/04/28 20:03:52.287, 142.35 W, 89, 1582 MHz, 7301 MHz
2026/04/28 20:03:53.287, 144.28 W, 89, 1830 MHz, 7301 MHz
2026/04/28 20:03:54.287, 140.46 W, 88, 1710 MHz, 7301 MHz
2026/04/28 20:03:55.287, 135.59 W, 88, 1665 MHz, 7301 MHz
2026/04/28 20:03:56.287, 147.40 W, 90, 1695 MHz, 7301 MHz
2026/04/28 20:03:57.287, 142.84 W, 88, 1650 MHz, 7301 MHz
2026/04/28 20:03:58.307, 137.84 W, 87, 1650 MHz, 7301 MHz
2026/04/28 20:03:59.307, 140.86 W, 90, 1702 MHz, 7301 MHz
2026/04/28 20:04:00.307, 141.61 W, 87, 1680 MHz, 7301 MHz
2026/04/28 20:04:01.307, 139.24 W, 88, 1635 MHz, 7301 MHz
2026/04/28 20:04:02.307, 138.80 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:04:03.327, 145.22 W, 90, 1657 MHz, 7301 MHz
2026/04/28 20:04:04.327, 144.95 W, 89, 1807 MHz, 7301 MHz
2026/04/28 20:04:05.327, 136.51 W, 87, 1687 MHz, 7301 MHz
2026/04/28 20:04:06.327, 138.58 W, 87, 1672 MHz, 7301 MHz
2026/04/28 20:04:07.327, 141.77 W, 90, 1657 MHz, 7301 MHz
2026/04/28 20:04:08.327, 145.03 W, 88, 1830 MHz, 7301 MHz
2026/04/28 20:04:09.328, 141.35 W, 88, 1777 MHz, 7301 MHz
2026/04/28 20:04:10.328, 140.81 W, 88, 1762 MHz, 7301 MHz
2026/04/28 20:04:11.328, 140.90 W, 89, 1605 MHz, 7301 MHz
2026/04/28 20:04:12.328, 145.47 W, 90, 1702 MHz, 7301 MHz
2026/04/28 20:04:13.328, 141.71 W, 88, 1687 MHz, 7301 MHz
2026/04/28 20:04:14.328, 139.38 W, 88, 1710 MHz, 7301 MHz
2026/04/28 20:04:15.328, 139.96 W, 87, 1627 MHz, 7301 MHz
2026/04/28 20:04:16.328, 140.72 W, 90, 1612 MHz, 7301 MHz
2026/04/28 20:04:17.329, 143.50 W, 91, 1710 MHz, 7301 MHz
2026/04/28 20:04:18.329, 140.54 W, 88, 1837 MHz, 7301 MHz
2026/04/28 20:04:19.329, 139.01 W, 88, 1762 MHz, 7301 MHz
2026/04/28 20:04:20.329, 139.04 W, 88, 1770 MHz, 7301 MHz
2026/04/28 20:04:21.329, 140.85 W, 88, 1545 MHz, 7301 MHz
2026/04/28 20:04:22.329, 142.16 W, 89, 1792 MHz, 7301 MHz
2026/04/28 20:04:23.329, 141.47 W, 87, 1627 MHz, 7301 MHz
2026/04/28 20:04:24.329, 136.60 W, 87, 1687 MHz, 7301 MHz
2026/04/28 20:04:25.330, 142.36 W, 88, 1627 MHz, 7301 MHz
2026/04/28 20:04:26.330, 142.87 W, 90, 1612 MHz, 7301 MHz
2026/04/28 20:04:27.330, 145.86 W, 89, 1672 MHz, 7301 MHz
2026/04/28 20:04:28.349, 141.53 W, 89, 1807 MHz, 7301 MHz
2026/04/28 20:04:29.350, 139.75 W, 88, 1620 MHz, 7301 MHz
2026/04/28 20:04:30.350, 137.25 W, 87, 1837 MHz, 7301 MHz
2026/04/28 20:04:31.350, 139.93 W, 88, 1680 MHz, 7301 MHz
2026/04/28 20:04:32.350, 142.85 W, 89, 1597 MHz, 7301 MHz
2026/04/28 20:04:33.350, 147.02 W, 90, 1590 MHz, 7301 MHz
2026/04/28 20:04:34.350, 141.55 W, 87, 1822 MHz, 7301 MHz
2026/04/28 20:04:35.350, 137.80 W, 88, 1522 MHz, 7301 MHz
2026/04/28 20:04:36.350, 141.02 W, 88, 1605 MHz, 7301 MHz
2026/04/28 20:04:37.350, 136.99 W, 88, 1650 MHz, 7301 MHz
2026/04/28 20:04:38.350, 143.26 W, 88, 1545 MHz, 7301 MHz
2026/04/28 20:04:39.350, 139.55 W, 90, 1687 MHz, 7301 MHz
2026/04/28 20:04:40.350, 143.10 W, 89, 1582 MHz, 7301 MHz
2026/04/28 20:04:41.350, 142.96 W, 88, 1605 MHz, 7301 MHz
2026/04/28 20:04:42.351, 138.81 W, 88, 1785 MHz, 7301 MHz
2026/04/28 20:04:43.351, 141.05 W, 87, 1687 MHz, 7301 MHz
2026/04/28 20:04:44.351, 139.65 W, 87, 1642 MHz, 7301 MHz
2026/04/28 20:04:45.351, 137.07 W, 87, 1702 MHz, 7301 MHz
2026/04/28 20:04:46.351, 143.79 W, 88, 1597 MHz, 7301 MHz
2026/04/28 20:04:47.351, 142.82 W, 89, 1702 MHz, 7301 MHz
2026/04/28 20:04:48.351, 143.79 W, 89, 1560 MHz, 7301 MHz
2026/04/28 20:04:49.351, 144.07 W, 91, 1717 MHz, 7301 MHz
2026/04/28 20:04:50.351, 143.45 W, 87, 1740 MHz, 7301 MHz
2026/04/28 20:04:51.351, 136.51 W, 88, 1792 MHz, 7301 MHz
2026/04/28 20:04:52.351, 140.09 W, 87, 1612 MHz, 7301 MHz
2026/04/28 20:04:53.351, 139.55 W, 88, 1672 MHz, 7301 MHz
2026/04/28 20:04:54.351, 138.55 W, 87, 1575 MHz, 7301 MHz
2026/04/28 20:04:55.352, 139.46 W, 87, 1830 MHz, 7301 MHz
2026/04/28 20:04:56.352, 140.11 W, 87, 1732 MHz, 7301 MHz
2026/04/28 20:04:57.352, 141.85 W, 88, 1680 MHz, 7301 MHz
2026/04/28 20:04:58.352, 141.96 W, 89, 1582 MHz, 7301 MHz
2026/04/28 20:04:59.352, 146.21 W, 90, 1560 MHz, 7301 MHz
2026/04/28 20:05:00.352, 142.42 W, 90, 1642 MHz, 7301 MHz
2026/04/28 20:05:01.352, 143.52 W, 90, 1672 MHz, 7301 MHz
2026/04/28 20:05:02.352, 144.77 W, 90, 1627 MHz, 7301 MHz
2026/04/28 20:05:03.352, 145.16 W, 89, 1815 MHz, 7301 MHz
2026/04/28 20:05:04.352, 139.56 W, 86, 1635 MHz, 7301 MHz
2026/04/28 20:05:05.352, 141.79 W, 88, 1815 MHz, 7301 MHz
2026/04/28 20:05:06.352, 138.89 W, 87, 1642 MHz, 7301 MHz
2026/04/28 20:05:07.352, 140.93 W, 87, 1620 MHz, 7301 MHz
2026/04/28 20:05:08.353, 139.82 W, 87, 1627 MHz, 7301 MHz
2026/04/28 20:05:09.353, 141.10 W, 88, 1650 MHz, 7301 MHz
2026/04/28 20:05:10.353, 137.82 W, 87, 1740 MHz, 7301 MHz
2026/04/28 20:05:11.353, 142.33 W, 88, 1642 MHz, 7301 MHz
2026/04/28 20:05:12.353, 139.05 W, 87, 1702 MHz, 7301 MHz
2026/04/28 20:05:13.353, 140.68 W, 88, 1612 MHz, 7301 MHz
2026/04/28 20:05:14.353, 141.38 W, 87, 1687 MHz, 7301 MHz
2026/04/28 20:05:15.353, 139.16 W, 88, 1597 MHz, 7301 MHz
2026/04/28 20:05:16.353, 142.35 W, 89, 1545 MHz, 7301 MHz
2026/04/28 20:05:17.353, 144.84 W, 89, 1620 MHz, 7301 MHz
2026/04/28 20:05:18.353, 140.18 W, 89, 1702 MHz, 7301 MHz
2026/04/28 20:05:19.353, 143.52 W, 89, 1672 MHz, 7301 MHz
2026/04/28 20:05:20.354, 142.84 W, 89, 1560 MHz, 7301 MHz
2026/04/28 20:05:21.354, 144.04 W, 89, 1597 MHz, 7301 MHz
2026/04/28 20:05:22.354, 144.87 W, 90, 1552 MHz, 7301 MHz
2026/04/28 20:05:23.354, 141.18 W, 90, 1732 MHz, 7301 MHz
2026/04/28 20:05:24.354, 147.08 W, 90, 1620 MHz, 7301 MHz
2026/04/28 20:05:25.354, 142.69 W, 89, 1635 MHz, 7301 MHz
2026/04/28 20:05:26.355, 143.53 W, 90, 1627 MHz, 7301 MHz
2026/04/28 20:05:27.355, 143.37 W, 88, 1582 MHz, 7301 MHz
2026/04/28 20:05:28.355, 139.34 W, 89, 1582 MHz, 7301 MHz
2026/04/28 20:05:29.355, 143.62 W, 90, 1747 MHz, 7301 MHz
2026/04/28 20:05:30.356, 146.48 W, 89, 1695 MHz, 7301 MHz
2026/04/28 20:05:31.357, 142.79 W, 90, 1597 MHz, 7301 MHz
2026/04/28 20:05:32.357, 141.52 W, 89, 1567 MHz, 7301 MHz
2026/04/28 20:05:33.357, 143.94 W, 89, 1627 MHz, 7301 MHz
2026/04/28 20:05:34.358, 142.91 W, 90, 1657 MHz, 7301 MHz
2026/04/28 20:05:35.358, 145.68 W, 91, 1725 MHz, 7301 MHz
2026/04/28 20:05:36.358, 144.91 W, 89, 1522 MHz, 7301 MHz
2026/04/28 20:05:37.358, 138.49 W, 89, 1500 MHz, 7301 MHz
2026/04/28 20:05:38.358, 143.62 W, 90, 1627 MHz, 7301 MHz
2026/04/28 20:05:39.358, 142.58 W, 90, 1612 MHz, 7301 MHz
2026/04/28 20:05:40.358, 144.43 W, 90, 1597 MHz, 7301 MHz
2026/04/28 20:05:41.358, 141.28 W, 88, 1477 MHz, 7301 MHz
2026/04/28 20:05:42.358, 144.60 W, 90, 1582 MHz, 7301 MHz
2026/04/28 20:05:43.359, 138.31 W, 90, 1717 MHz, 7301 MHz
2026/04/28 20:05:44.360, 144.72 W, 90, 1612 MHz, 7301 MHz
2026/04/28 20:05:45.360, 145.18 W, 90, 1642 MHz, 7301 MHz
2026/04/28 20:05:46.360, 141.57 W, 90, 1800 MHz, 7301 MHz
2026/04/28 20:05:47.360, 141.41 W, 89, 1695 MHz, 7301 MHz
2026/04/28 20:05:48.360, 141.67 W, 89, 1717 MHz, 7301 MHz
2026/04/28 20:05:49.360, 144.22 W, 89, 1777 MHz, 7301 MHz
2026/04/28 20:05:50.360, 144.44 W, 88, 1500 MHz, 7301 MHz
2026/04/28 20:05:51.360, 138.71 W, 88, 1710 MHz, 7301 MHz
2026/04/28 20:05:52.360, 142.47 W, 87, 1717 MHz, 7301 MHz
2026/04/28 20:05:53.360, 142.70 W, 87, 1507 MHz, 7301 MHz
2026/04/28 20:05:54.360, 143.76 W, 88, 1590 MHz, 7301 MHz
2026/04/28 20:05:55.361, 141.74 W, 87, 1507 MHz, 7301 MHz
2026/04/28 20:05:56.361, 140.02 W, 90, 1740 MHz, 7301 MHz
2026/04/28 20:05:57.361, 137.49 W, 89, 1582 MHz, 7301 MHz
2026/04/28 20:05:58.361, 143.83 W, 90, 1627 MHz, 7301 MHz
2026/04/28 20:05:59.361, 143.47 W, 89, 1612 MHz, 7301 MHz
2026/04/28 20:06:00.361, 143.54 W, 88, 1605 MHz, 7301 MHz
2026/04/28 20:06:01.361, 139.70 W, 88, 1515 MHz, 7301 MHz
2026/04/28 20:06:02.361, 139.25 W, 87, 1845 MHz, 7301 MHz
2026/04/28 20:06:03.361, 139.50 W, 87, 1740 MHz, 7301 MHz
2026/04/28 20:06:04.361, 144.13 W, 87, 1582 MHz, 7301 MHz
2026/04/28 20:06:05.361, 140.45 W, 88, 1612 MHz, 7301 MHz
2026/04/28 20:06:06.361, 139.69 W, 88, 1732 MHz, 7301 MHz
2026/04/28 20:06:07.362, 139.71 W, 87, 1747 MHz, 7301 MHz
2026/04/28 20:06:08.362, 140.99 W, 86, 1717 MHz, 7301 MHz
2026/04/28 20:06:09.362, 135.91 W, 86, 1762 MHz, 7301 MHz
2026/04/28 20:06:10.372, 142.33 W, 89, 1567 MHz, 7301 MHz
2026/04/28 20:06:11.372, 136.53 W, 90, 1627 MHz, 7301 MHz
2026/04/28 20:06:12.372, 141.75 W, 89, 1612 MHz, 7301 MHz
2026/04/28 20:06:13.372, 145.17 W, 90, 1747 MHz, 7301 MHz
2026/04/28 20:06:14.372, 143.92 W, 89, 1740 MHz, 7301 MHz
2026/04/28 20:06:15.372, 140.21 W, 88, 1702 MHz, 7301 MHz
2026/04/28 20:06:16.372, 144.79 W, 87, 1770 MHz, 7301 MHz
