timestamp, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/04/28 20:11:57.427, 144.64 W, 86, 1680 MHz, 7301 MHz
2026/04/28 20:11:58.427, 145.04 W, 89, 1822 MHz, 7301 MHz
2026/04/28 20:11:59.427, 140.80 W, 88, 1740 MHz, 7301 MHz
2026/04/28 20:12:00.427, 140.91 W, 90, 1440 MHz, 7301 MHz
2026/04/28 20:12:01.427, 137.78 W, 87, 1740 MHz, 7301 MHz
2026/04/28 20:12:02.427, 145.38 W, 87, 1732 MHz, 7301 MHz
2026/04/28 20:12:03.427, 143.09 W, 87, 1725 MHz, 7301 MHz
2026/04/28 20:12:04.428, 146.51 W, 88, 1755 MHz, 7301 MHz
2026/04/28 20:12:05.428, 143.49 W, 90, 1732 MHz, 7301 MHz
2026/04/28 20:12:06.428, 137.82 W, 87, 1665 MHz, 7301 MHz
2026/04/28 20:12:07.428, 137.40 W, 87, 1755 MHz, 7301 MHz
2026/04/28 20:12:08.429, 137.32 W, 84, 1740 MHz, 7301 MHz
2026/04/28 20:12:09.429, 141.31 W, 89, 1515 MHz, 7301 MHz
2026/04/28 20:12:10.429, 141.23 W, 89, 1672 MHz, 7301 MHz
2026/04/28 20:12:11.429, 139.36 W, 87, 1680 MHz, 7301 MHz
2026/04/28 20:12:12.429, 143.14 W, 87, 1567 MHz, 7301 MHz
2026/04/28 20:12:13.429, 145.96 W, 88, 1672 MHz, 7301 MHz
2026/04/28 20:12:14.429, 144.95 W, 89, 1552 MHz, 7301 MHz
2026/04/28 20:12:15.429, 141.11 W, 89, 1785 MHz, 7301 MHz
2026/04/28 20:12:16.429, 141.85 W, 89, 1650 MHz, 7301 MHz
2026/04/28 20:12:17.429, 142.95 W, 89, 1702 MHz, 7301 MHz
2026/04/28 20:12:18.429, 137.85 W, 86, 1627 MHz, 7301 MHz
2026/04/28 20:12:19.430, 142.75 W, 91, 1800 MHz, 7301 MHz
2026/04/28 20:12:20.430, 141.26 W, 88, 1747 MHz, 7301 MHz
2026/04/28 20:12:21.430, 138.38 W, 86, 1740 MHz, 7301 MHz
2026/04/28 20:12:22.430, 147.42 W, 90, 1845 MHz, 7301 MHz
2026/04/28 20:12:23.430, 139.12 W, 87, 1627 MHz, 7301 MHz
2026/04/28 20:12:24.430, 142.41 W, 87, 1732 MHz, 7301 MHz
2026/04/28 20:12:25.430, 147.80 W, 90, 1732 MHz, 7301 MHz
2026/04/28 20:12:26.430, 139.66 W, 88, 1732 MHz, 7301 MHz
2026/04/28 20:12:27.430, 142.24 W, 87, 1612 MHz, 7301 MHz
2026/04/28 20:12:28.430, 145.28 W, 89, 1777 MHz, 7301 MHz
2026/04/28 20:12:29.430, 141.48 W, 88, 1747 MHz, 7301 MHz
2026/04/28 20:12:30.430, 142.40 W, 89, 1567 MHz, 7301 MHz
2026/04/28 20:12:31.431, 144.88 W, 89, 1710 MHz, 7301 MHz
2026/04/28 20:12:32.431, 140.12 W, 88, 1672 MHz, 7301 MHz
2026/04/28 20:12:33.431, 139.97 W, 88, 1665 MHz, 7301 MHz
2026/04/28 20:12:34.431, 143.24 W, 90, 1635 MHz, 7301 MHz
2026/04/28 20:12:35.431, 145.29 W, 89, 1747 MHz, 7301 MHz
2026/04/28 20:12:36.431, 139.57 W, 88, 1717 MHz, 7301 MHz
2026/04/28 20:12:37.431, 140.17 W, 89, 1627 MHz, 7301 MHz
2026/04/28 20:12:38.431, 145.05 W, 90, 1605 MHz, 7301 MHz
2026/04/28 20:12:39.432, 137.26 W, 88, 1567 MHz, 7301 MHz
2026/04/28 20:12:40.432, 136.94 W, 87, 1755 MHz, 7301 MHz
2026/04/28 20:12:41.432, 142.49 W, 89, 1605 MHz, 7301 MHz
2026/04/28 20:12:42.433, 147.10 W, 90, 1702 MHz, 7301 MHz
2026/04/28 20:12:43.433, 143.06 W, 88, 1680 MHz, 7301 MHz
2026/04/28 20:12:44.433, 137.78 W, 88, 1762 MHz, 7301 MHz
2026/04/28 20:12:45.433, 142.48 W, 89, 1627 MHz, 7301 MHz
2026/04/28 20:12:46.433, 147.13 W, 91, 1687 MHz, 7301 MHz
2026/04/28 20:12:47.433, 139.51 W, 87, 1695 MHz, 7301 MHz
2026/04/28 20:12:48.433, 136.39 W, 87, 1732 MHz, 7301 MHz
2026/04/28 20:12:49.433, 135.37 W, 87, 1687 MHz, 7301 MHz
2026/04/28 20:12:50.433, 142.39 W, 90, 1695 MHz, 7301 MHz
2026/04/28 20:12:51.433, 148.00 W, 89, 1717 MHz, 7301 MHz
2026/04/28 20:12:52.433, 138.69 W, 87, 1695 MHz, 7301 MHz
2026/04/28 20:12:53.434, 137.29 W, 87, 1762 MHz, 7301 MHz
2026/04/28 20:12:54.434, 144.99 W, 90, 1597 MHz, 7301 MHz
2026/04/28 20:12:55.434, 146.14 W, 91, 1732 MHz, 7301 MHz
2026/04/28 20:12:56.434, 142.04 W, 88, 1747 MHz, 7301 MHz
2026/04/28 20:12:57.434, 141.71 W, 88, 1710 MHz, 7301 MHz
2026/04/28 20:12:58.434, 137.78 W, 87, 1680 MHz, 7301 MHz
2026/04/28 20:12:59.434, 145.30 W, 89, 1725 MHz, 7301 MHz
2026/04/28 20:13:00.434, 145.79 W, 90, 1567 MHz, 7301 MHz
2026/04/28 20:13:01.434, 139.92 W, 88, 1815 MHz, 7301 MHz
2026/04/28 20:13:02.434, 137.19 W, 87, 1485 MHz, 7301 MHz
2026/04/28 20:13:03.434, 140.09 W, 87, 1627 MHz, 7301 MHz
2026/04/28 20:13:04.434, 139.44 W, 88, 1710 MHz, 7301 MHz
2026/04/28 20:13:05.435, 144.27 W, 90, 1642 MHz, 7301 MHz
2026/04/28 20:13:06.435, 143.92 W, 89, 1605 MHz, 7301 MHz
2026/04/28 20:13:07.435, 143.97 W, 88, 1702 MHz, 7301 MHz
2026/04/28 20:13:08.435, 138.09 W, 88, 1612 MHz, 7301 MHz
2026/04/28 20:13:09.435, 137.13 W, 87, 1672 MHz, 7301 MHz
2026/04/28 20:13:10.435, 140.27 W, 87, 1695 MHz, 7301 MHz
2026/04/28 20:13:11.435, 141.42 W, 89, 1590 MHz, 7301 MHz
2026/04/28 20:13:12.435, 146.42 W, 90, 1657 MHz, 7301 MHz
2026/04/28 20:13:13.435, 142.97 W, 89, 1687 MHz, 7301 MHz
2026/04/28 20:13:14.435, 140.17 W, 87, 1545 MHz, 7301 MHz
2026/04/28 20:13:15.435, 140.81 W, 88, 1575 MHz, 7301 MHz
2026/04/28 20:13:16.435, 139.56 W, 88, 1590 MHz, 7301 MHz
2026/04/28 20:13:17.436, 140.29 W, 87, 1612 MHz, 7301 MHz
2026/04/28 20:13:18.436, 140.22 W, 88, 1635 MHz, 7301 MHz
2026/04/28 20:13:19.436, 144.04 W, 90, 1650 MHz, 7301 MHz
2026/04/28 20:13:20.436, 145.12 W, 90, 1657 MHz, 7301 MHz
2026/04/28 20:13:21.436, 142.09 W, 89, 1642 MHz, 7301 MHz
2026/04/28 20:13:22.436, 142.93 W, 88, 1800 MHz, 7301 MHz
2026/04/28 20:13:23.436, 136.77 W, 87, 1605 MHz, 7301 MHz
2026/04/28 20:13:24.436, 141.30 W, 87, 1620 MHz, 7301 MHz
2026/04/28 20:13:25.436, 140.50 W, 87, 1642 MHz, 7301 MHz
2026/04/28 20:13:26.436, 140.93 W, 88, 1785 MHz, 7301 MHz
2026/04/28 20:13:27.436, 139.31 W, 87, 1620 MHz, 7301 MHz
2026/04/28 20:13:28.437, 139.12 W, 89, 1672 MHz, 7301 MHz
2026/04/28 20:13:29.437, 143.26 W, 89, 1657 MHz, 7301 MHz
2026/04/28 20:13:30.437, 145.74 W, 90, 1665 MHz, 7301 MHz
2026/04/28 20:13:31.437, 146.87 W, 90, 1627 MHz, 7301 MHz
2026/04/28 20:13:32.437, 144.06 W, 88, 1642 MHz, 7301 MHz
2026/04/28 20:13:33.437, 140.51 W, 88, 1530 MHz, 7301 MHz
2026/04/28 20:13:34.457, 140.40 W, 88, 1627 MHz, 7301 MHz
2026/04/28 20:13:35.457, 139.78 W, 88, 1702 MHz, 7301 MHz
2026/04/28 20:13:36.457, 139.56 W, 87, 1725 MHz, 7301 MHz
2026/04/28 20:13:37.457, 142.40 W, 88, 1642 MHz, 7301 MHz
2026/04/28 20:13:38.457, 138.48 W, 87, 1710 MHz, 7301 MHz
2026/04/28 20:13:39.457, 139.96 W, 87, 1695 MHz, 7301 MHz
2026/04/28 20:13:40.457, 141.05 W, 87, 1695 MHz, 7301 MHz
2026/04/28 20:13:41.457, 142.77 W, 88, 1635 MHz, 7301 MHz
2026/04/28 20:13:42.477, 143.05 W, 88, 1605 MHz, 7301 MHz
2026/04/28 20:13:43.477, 140.16 W, 89, 1725 MHz, 7301 MHz
2026/04/28 20:13:44.477, 144.81 W, 90, 1665 MHz, 7301 MHz
2026/04/28 20:13:45.477, 147.72 W, 90, 1687 MHz, 7301 MHz
2026/04/28 20:13:46.477, 144.43 W, 90, 1650 MHz, 7301 MHz
2026/04/28 20:13:47.492, 145.29 W, 90, 1627 MHz, 7301 MHz
2026/04/28 20:13:48.492, 140.82 W, 88, 1552 MHz, 7301 MHz
2026/04/28 20:13:49.492, 140.88 W, 90, 1695 MHz, 7301 MHz
2026/04/28 20:13:50.493, 141.44 W, 88, 1800 MHz, 7301 MHz
2026/04/28 20:13:51.493, 142.28 W, 88, 1515 MHz, 7301 MHz
2026/04/28 20:13:52.493, 141.67 W, 89, 1740 MHz, 7301 MHz
2026/04/28 20:13:53.493, 140.83 W, 88, 1792 MHz, 7301 MHz
2026/04/28 20:13:54.493, 139.71 W, 86, 1507 MHz, 7301 MHz
2026/04/28 20:13:55.493, 138.99 W, 87, 1590 MHz, 7301 MHz
2026/04/28 20:13:56.493, 139.01 W, 88, 1710 MHz, 7301 MHz
2026/04/28 20:13:57.493, 141.12 W, 87, 1635 MHz, 7301 MHz
2026/04/28 20:13:58.493, 138.64 W, 86, 1770 MHz, 7301 MHz
2026/04/28 20:13:59.494, 142.80 W, 87, 1605 MHz, 7301 MHz
2026/04/28 20:14:00.494, 140.29 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:14:01.494, 141.63 W, 87, 1620 MHz, 7301 MHz
2026/04/28 20:14:02.494, 138.24 W, 88, 1732 MHz, 7301 MHz
2026/04/28 20:14:03.494, 137.60 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:14:04.494, 144.18 W, 87, 1582 MHz, 7301 MHz
2026/04/28 20:14:05.494, 142.90 W, 87, 1717 MHz, 7301 MHz
2026/04/28 20:14:06.494, 138.77 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:14:07.495, 141.08 W, 86, 1702 MHz, 7301 MHz
2026/04/28 20:14:08.495, 140.13 W, 86, 1680 MHz, 7301 MHz
2026/04/28 20:14:09.495, 139.80 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:14:10.495, 143.33 W, 87, 1710 MHz, 7301 MHz
2026/04/28 20:14:11.495, 143.36 W, 87, 1597 MHz, 7301 MHz
2026/04/28 20:14:12.495, 140.24 W, 87, 1635 MHz, 7301 MHz
2026/04/28 20:14:13.495, 142.26 W, 87, 1725 MHz, 7301 MHz
2026/04/28 20:14:14.495, 141.07 W, 87, 1695 MHz, 7301 MHz
2026/04/28 20:14:15.495, 140.63 W, 86, 1747 MHz, 7301 MHz
2026/04/28 20:14:16.496, 143.31 W, 87, 1620 MHz, 7301 MHz
2026/04/28 20:14:17.496, 138.56 W, 86, 1732 MHz, 7301 MHz
2026/04/28 20:14:18.496, 136.84 W, 86, 1777 MHz, 7301 MHz
2026/04/28 20:14:19.496, 140.46 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:14:20.496, 142.91 W, 87, 1672 MHz, 7301 MHz
2026/04/28 20:14:21.496, 140.89 W, 87, 1687 MHz, 7301 MHz
2026/04/28 20:14:22.496, 139.82 W, 86, 1777 MHz, 7301 MHz
2026/04/28 20:14:23.496, 139.27 W, 86, 1777 MHz, 7301 MHz
2026/04/28 20:14:24.496, 143.54 W, 88, 1725 MHz, 7301 MHz
2026/04/28 20:14:25.497, 139.76 W, 88, 1717 MHz, 7301 MHz
2026/04/28 20:14:26.497, 141.31 W, 87, 1657 MHz, 7301 MHz
2026/04/28 20:14:27.497, 140.81 W, 87, 1845 MHz, 7301 MHz
2026/04/28 20:14:28.497, 143.43 W, 87, 1815 MHz, 7301 MHz
2026/04/28 20:14:29.497, 136.56 W, 86, 1702 MHz, 7301 MHz
2026/04/28 20:14:30.497, 143.09 W, 87, 1800 MHz, 7301 MHz
2026/04/28 20:14:31.497, 142.09 W, 88, 1785 MHz, 7301 MHz
2026/04/28 20:14:32.497, 143.15 W, 90, 1515 MHz, 7301 MHz
2026/04/28 20:14:33.498, 141.06 W, 89, 1552 MHz, 7301 MHz
2026/04/28 20:14:34.498, 141.55 W, 89, 1447 MHz, 7301 MHz
2026/04/28 20:14:35.498, 143.70 W, 90, 1680 MHz, 7301 MHz
2026/04/28 20:14:36.498, 142.95 W, 90, 1717 MHz, 7301 MHz
2026/04/28 20:14:37.498, 144.69 W, 90, 1605 MHz, 7301 MHz
2026/04/28 20:14:38.498, 143.38 W, 90, 1732 MHz, 7301 MHz
2026/04/28 20:14:39.498, 141.34 W, 87, 1710 MHz, 7301 MHz
2026/04/28 20:14:40.498, 141.94 W, 88, 1650 MHz, 7301 MHz
2026/04/28 20:14:41.499, 144.47 W, 87, 1657 MHz, 7301 MHz
2026/04/28 20:14:42.499, 140.26 W, 86, 1740 MHz, 7301 MHz
2026/04/28 20:14:43.499, 142.76 W, 87, 1710 MHz, 7301 MHz
2026/04/28 20:14:44.499, 143.37 W, 88, 1672 MHz, 7301 MHz
2026/04/28 20:14:45.499, 140.45 W, 87, 1747 MHz, 7301 MHz
2026/04/28 20:14:46.499, 143.68 W, 88, 1642 MHz, 7301 MHz
2026/04/28 20:14:47.499, 139.67 W, 87, 1605 MHz, 7301 MHz
2026/04/28 20:14:48.499, 144.03 W, 88, 1492 MHz, 7301 MHz
2026/04/28 20:14:49.500, 138.20 W, 87, 1702 MHz, 7301 MHz
2026/04/28 20:14:50.500, 142.96 W, 89, 1740 MHz, 7301 MHz
2026/04/28 20:14:51.500, 139.17 W, 89, 1612 MHz, 7301 MHz
2026/04/28 20:14:52.500, 140.99 W, 89, 1612 MHz, 7301 MHz
2026/04/28 20:14:53.500, 143.80 W, 89, 1717 MHz, 7301 MHz
2026/04/28 20:14:54.500, 138.62 W, 87, 1612 MHz, 7301 MHz
2026/04/28 20:14:55.500, 142.20 W, 87, 1762 MHz, 7301 MHz
2026/04/28 20:14:56.500, 142.18 W, 88, 1732 MHz, 7301 MHz
2026/04/28 20:14:57.500, 139.83 W, 88, 1762 MHz, 7301 MHz
2026/04/28 20:14:58.501, 143.43 W, 87, 1545 MHz, 7301 MHz
2026/04/28 20:14:59.501, 143.95 W, 87, 1620 MHz, 7301 MHz
2026/04/28 20:15:00.501, 140.10 W, 84, 1642 MHz, 7301 MHz
2026/04/28 20:15:01.501, 139.38 W, 89, 1747 MHz, 7301 MHz
2026/04/28 20:15:02.501, 142.62 W, 89, 1567 MHz, 7301 MHz
2026/04/28 20:15:03.501, 144.04 W, 90, 1605 MHz, 7301 MHz
2026/04/28 20:15:04.501, 144.28 W, 88, 1575 MHz, 7301 MHz
2026/04/28 20:15:05.501, 143.56 W, 88, 1740 MHz, 7301 MHz
2026/04/28 20:15:06.502, 138.66 W, 86, 1582 MHz, 7301 MHz
2026/04/28 20:15:07.502, 141.50 W, 86, 1665 MHz, 7301 MHz
2026/04/28 20:15:08.502, 144.63 W, 87, 1687 MHz, 7301 MHz
2026/04/28 20:15:09.502, 138.85 W, 86, 1642 MHz, 7301 MHz
2026/04/28 20:15:10.502, 142.96 W, 87, 1545 MHz, 7301 MHz
2026/04/28 20:15:11.502, 137.11 W, 88, 1612 MHz, 7301 MHz
2026/04/28 20:15:12.502, 141.77 W, 89, 1530 MHz, 7301 MHz
2026/04/28 20:15:13.508, 144.92 W, 90, 1582 MHz, 7301 MHz
2026/04/28 20:15:14.508, 142.42 W, 88, 1590 MHz, 7301 MHz
2026/04/28 20:15:15.508, 136.66 W, 86, 1680 MHz, 7301 MHz
2026/04/28 20:15:16.508, 141.98 W, 86, 1762 MHz, 7301 MHz
2026/04/28 20:15:17.509, 143.86 W, 86, 1672 MHz, 7301 MHz
2026/04/28 20:15:18.509, 137.17 W, 85, 1777 MHz, 7301 MHz
2026/04/28 20:15:19.509, 144.78 W, 86, 1530 MHz, 7301 MHz
2026/04/28 20:15:20.509, 140.81 W, 88, 1522 MHz, 7301 MHz
2026/04/28 20:15:21.509, 142.11 W, 89, 1620 MHz, 7301 MHz
2026/04/28 20:15:22.509, 137.97 W, 88, 1590 MHz, 7301 MHz
2026/04/28 20:15:23.509, 137.41 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:15:24.509, 146.05 W, 87, 1785 MHz, 7301 MHz
2026/04/28 20:15:25.510, 145.86 W, 87, 1612 MHz, 7301 MHz
2026/04/28 20:15:26.510, 141.41 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:15:27.510, 140.88 W, 85, 1777 MHz, 7301 MHz
2026/04/28 20:15:28.510, 145.39 W, 87, 1822 MHz, 7301 MHz
2026/04/28 20:15:29.510, 143.75 W, 90, 1777 MHz, 7301 MHz
2026/04/28 20:15:30.510, 137.89 W, 88, 1590 MHz, 7301 MHz
2026/04/28 20:15:31.510, 143.66 W, 88, 1672 MHz, 7301 MHz
2026/04/28 20:15:32.510, 144.87 W, 87, 1530 MHz, 7301 MHz
2026/04/28 20:15:33.510, 142.47 W, 87, 1792 MHz, 7301 MHz
2026/04/28 20:15:34.511, 147.12 W, 88, 1665 MHz, 7301 MHz
2026/04/28 20:15:35.511, 143.07 W, 87, 1657 MHz, 7301 MHz
2026/04/28 20:15:36.511, 139.32 W, 89, 1702 MHz, 7301 MHz
2026/04/28 20:15:37.511, 142.61 W, 89, 1635 MHz, 7301 MHz
2026/04/28 20:15:38.511, 143.72 W, 90, 1612 MHz, 7301 MHz
2026/04/28 20:15:39.511, 139.01 W, 86, 1605 MHz, 7301 MHz
2026/04/28 20:15:40.511, 143.55 W, 86, 1642 MHz, 7301 MHz
2026/04/28 20:15:41.511, 146.71 W, 88, 1762 MHz, 7301 MHz
2026/04/28 20:15:42.665, 138.72 W, 88, 1597 MHz, 7301 MHz
2026/04/28 20:15:43.665, 143.52 W, 89, 1462 MHz, 7301 MHz
2026/04/28 20:15:44.665, 142.80 W, 89, 1672 MHz, 7301 MHz
2026/04/28 20:15:45.665, 139.03 W, 89, 1747 MHz, 7301 MHz
2026/04/28 20:15:46.665, 145.50 W, 87, 1710 MHz, 7301 MHz
2026/04/28 20:15:47.666, 141.21 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:15:48.666, 144.35 W, 87, 1657 MHz, 7301 MHz
2026/04/28 20:15:49.666, 139.51 W, 85, 1747 MHz, 7301 MHz
2026/04/28 20:15:50.666, 143.39 W, 89, 1507 MHz, 7301 MHz
2026/04/28 20:15:51.666, 144.13 W, 89, 1710 MHz, 7301 MHz
2026/04/28 20:15:52.666, 143.70 W, 88, 1732 MHz, 7301 MHz
2026/04/28 20:15:53.666, 138.01 W, 87, 1755 MHz, 7301 MHz
2026/04/28 20:15:54.666, 144.75 W, 87, 1665 MHz, 7301 MHz
2026/04/28 20:15:55.667, 144.74 W, 87, 1807 MHz, 7301 MHz
2026/04/28 20:15:56.667, 144.52 W, 89, 1590 MHz, 7301 MHz
2026/04/28 20:15:57.667, 143.02 W, 89, 1777 MHz, 7301 MHz
2026/04/28 20:15:58.667, 143.45 W, 87, 1597 MHz, 7301 MHz
2026/04/28 20:15:59.667, 136.05 W, 88, 1747 MHz, 7301 MHz
2026/04/28 20:16:00.667, 145.86 W, 87, 1605 MHz, 7301 MHz
2026/04/28 20:16:01.667, 144.66 W, 90, 1755 MHz, 7301 MHz
2026/04/28 20:16:02.667, 143.23 W, 91, 1770 MHz, 7301 MHz
2026/04/28 20:16:03.668, 138.16 W, 87, 1477 MHz, 7301 MHz
2026/04/28 20:16:04.668, 140.32 W, 87, 1695 MHz, 7301 MHz
2026/04/28 20:16:05.668, 140.06 W, 87, 1605 MHz, 7301 MHz
2026/04/28 20:16:06.668, 143.84 W, 88, 1770 MHz, 7301 MHz
2026/04/28 20:16:07.668, 143.03 W, 88, 1597 MHz, 7301 MHz
2026/04/28 20:16:08.668, 141.73 W, 89, 1635 MHz, 7301 MHz
2026/04/28 20:16:09.668, 142.85 W, 89, 1800 MHz, 7301 MHz
2026/04/28 20:16:10.668, 141.62 W, 86, 1777 MHz, 7301 MHz
2026/04/28 20:16:11.669, 142.30 W, 87, 1552 MHz, 7301 MHz
2026/04/28 20:16:12.670, 146.24 W, 88, 1732 MHz, 7301 MHz
2026/04/28 20:16:13.670, 136.36 W, 90, 1702 MHz, 7301 MHz
2026/04/28 20:16:14.670, 143.11 W, 89, 1702 MHz, 7301 MHz
2026/04/28 20:16:15.670, 134.68 W, 85, 1777 MHz, 7301 MHz
2026/04/28 20:16:16.670, 146.88 W, 87, 1687 MHz, 7301 MHz
2026/04/28 20:16:17.670, 145.23 W, 87, 1657 MHz, 7301 MHz
2026/04/28 20:16:18.670, 141.42 W, 87, 1395 MHz, 7301 MHz
2026/04/28 20:16:19.670, 138.85 W, 89, 1605 MHz, 7301 MHz
2026/04/28 20:16:20.671, 145.15 W, 87, 1725 MHz, 7301 MHz
2026/04/28 20:16:21.671, 138.34 W, 86, 1612 MHz, 7301 MHz
2026/04/28 20:16:22.671, 146.08 W, 88, 1732 MHz, 7301 MHz
2026/04/28 20:16:23.671, 147.65 W, 90, 1762 MHz, 7301 MHz
2026/04/28 20:16:24.671, 143.30 W, 89, 1717 MHz, 7301 MHz
2026/04/28 20:16:25.671, 141.79 W, 87, 1597 MHz, 7301 MHz
2026/04/28 20:16:26.671, 140.54 W, 87, 1620 MHz, 7301 MHz
2026/04/28 20:16:27.671, 138.43 W, 85, 1777 MHz, 7301 MHz
2026/04/28 20:16:28.672, 146.83 W, 89, 1717 MHz, 7301 MHz
2026/04/28 20:16:29.672, 140.94 W, 88, 1740 MHz, 7301 MHz
2026/04/28 20:16:30.672, 144.16 W, 87, 1492 MHz, 7301 MHz
2026/04/28 20:16:31.672, 145.80 W, 87, 1642 MHz, 7301 MHz
2026/04/28 20:16:32.672, 142.47 W, 86, 1777 MHz, 7301 MHz
2026/04/28 20:16:33.672, 145.08 W, 88, 1717 MHz, 7301 MHz
2026/04/28 20:16:34.672, 144.44 W, 90, 1612 MHz, 7301 MHz
2026/04/28 20:16:35.672, 134.68 W, 87, 1822 MHz, 7301 MHz
2026/04/28 20:16:36.673, 142.37 W, 88, 1777 MHz, 7301 MHz
2026/04/28 20:16:37.673, 144.17 W, 89, 1785 MHz, 7301 MHz
2026/04/28 20:16:38.673, 140.43 W, 87, 1500 MHz, 7301 MHz
2026/04/28 20:16:39.673, 139.02 W, 90, 1822 MHz, 7301 MHz
2026/04/28 20:16:40.673, 139.87 W, 87, 1747 MHz, 7301 MHz
2026/04/28 20:16:41.673, 144.31 W, 89, 1672 MHz, 7301 MHz
2026/04/28 20:16:42.673, 146.82 W, 89, 1717 MHz, 7301 MHz
2026/04/28 20:16:43.673, 140.25 W, 87, 1762 MHz, 7301 MHz
2026/04/28 20:16:44.674, 144.91 W, 90, 1650 MHz, 7301 MHz
2026/04/28 20:16:45.674, 145.98 W, 89, 1845 MHz, 7301 MHz
2026/04/28 20:16:46.674, 137.60 W, 87, 1627 MHz, 7301 MHz
2026/04/28 20:16:47.674, 143.27 W, 89, 1650 MHz, 7301 MHz
2026/04/28 20:16:48.674, 145.36 W, 90, 1822 MHz, 7301 MHz
2026/04/28 20:16:49.674, 135.41 W, 86, 1777 MHz, 7301 MHz
2026/04/28 20:16:50.674, 140.52 W, 87, 1635 MHz, 7301 MHz
2026/04/28 20:16:51.674, 147.69 W, 90, 1717 MHz, 7301 MHz
2026/04/28 20:16:52.674, 142.88 W, 88, 1822 MHz, 7301 MHz
2026/04/28 20:16:53.675, 136.34 W, 87, 1627 MHz, 7301 MHz
2026/04/28 20:16:54.675, 145.50 W, 89, 1597 MHz, 7301 MHz
2026/04/28 20:16:55.675, 144.72 W, 90, 1822 MHz, 7301 MHz
2026/04/28 20:16:56.675, 140.83 W, 88, 1732 MHz, 7301 MHz
2026/04/28 20:16:57.675, 138.96 W, 88, 1687 MHz, 7301 MHz
2026/04/28 20:16:58.675, 145.03 W, 90, 1687 MHz, 7301 MHz
2026/04/28 20:16:59.675, 142.86 W, 89, 1545 MHz, 7301 MHz
2026/04/28 20:17:00.675, 140.25 W, 88, 1680 MHz, 7301 MHz
2026/04/28 20:17:01.676, 139.37 W, 88, 1755 MHz, 7301 MHz
2026/04/28 20:17:02.676, 143.22 W, 89, 1597 MHz, 7301 MHz
2026/04/28 20:17:03.676, 143.36 W, 90, 1777 MHz, 7301 MHz
2026/04/28 20:17:04.676, 141.08 W, 88, 1762 MHz, 7301 MHz
2026/04/28 20:17:05.676, 139.41 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:17:06.676, 143.26 W, 90, 1695 MHz, 7301 MHz
2026/04/28 20:17:07.676, 146.22 W, 90, 1695 MHz, 7301 MHz
2026/04/28 20:17:08.676, 142.12 W, 88, 1777 MHz, 7301 MHz
2026/04/28 20:17:09.678, 142.83 W, 88, 1732 MHz, 7301 MHz
2026/04/28 20:17:10.678, 140.07 W, 88, 1665 MHz, 7301 MHz
2026/04/28 20:17:11.678, 145.43 W, 90, 1702 MHz, 7301 MHz
2026/04/28 20:17:12.678, 143.60 W, 88, 1815 MHz, 7301 MHz
2026/04/28 20:17:13.678, 141.51 W, 88, 1702 MHz, 7301 MHz
2026/04/28 20:17:14.679, 138.82 W, 88, 1747 MHz, 7301 MHz
2026/04/28 20:17:15.680, 141.92 W, 89, 1657 MHz, 7301 MHz
2026/04/28 20:17:16.682, 145.58 W, 90, 1627 MHz, 7301 MHz
2026/04/28 20:17:17.683, 142.72 W, 89, 1732 MHz, 7301 MHz
2026/04/28 20:17:18.683, 141.08 W, 88, 1822 MHz, 7301 MHz
2026/04/28 20:17:19.683, 139.11 W, 88, 1605 MHz, 7301 MHz
2026/04/28 20:17:20.683, 141.17 W, 87, 1837 MHz, 7301 MHz
2026/04/28 20:17:21.684, 143.86 W, 90, 1590 MHz, 7301 MHz
2026/04/28 20:17:22.684, 145.55 W, 89, 1702 MHz, 7301 MHz
2026/04/28 20:17:23.685, 140.85 W, 88, 1785 MHz, 7301 MHz
2026/04/28 20:17:24.685, 141.40 W, 88, 1590 MHz, 7301 MHz
2026/04/28 20:17:25.685, 139.73 W, 88, 1770 MHz, 7301 MHz
2026/04/28 20:17:26.686, 141.82 W, 88, 1717 MHz, 7301 MHz
2026/04/28 20:17:27.687, 135.39 W, 89, 1777 MHz, 7301 MHz
2026/04/28 20:17:28.687, 148.94 W, 90, 1687 MHz, 7301 MHz
2026/04/28 20:17:29.688, 145.67 W, 89, 1762 MHz, 7301 MHz
2026/04/28 20:17:30.689, 140.25 W, 86, 1627 MHz, 7301 MHz
2026/04/28 20:17:31.691, 135.52 W, 87, 1657 MHz, 7301 MHz
2026/04/28 20:17:32.691, 140.70 W, 87, 1807 MHz, 7301 MHz
2026/04/28 20:17:33.691, 141.80 W, 88, 1740 MHz, 7301 MHz
2026/04/28 20:17:34.692, 142.07 W, 89, 1605 MHz, 7301 MHz
2026/04/28 20:17:35.693, 146.38 W, 90, 1605 MHz, 7301 MHz
2026/04/28 20:17:36.693, 146.17 W, 88, 1627 MHz, 7301 MHz
