timestamp, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/04/28 20:40:41.705, 93.47 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:40:42.705, 94.79 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:40:43.705, 96.36 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:40:44.705, 96.33 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:40:45.705, 96.15 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:40:46.705, 93.67 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:40:47.706, 93.34 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:40:48.706, 93.19 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:40:49.706, 93.35 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:40:50.706, 92.80 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:40:51.706, 92.42 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:40:52.706, 91.32 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:40:53.706, 92.38 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:40:54.706, 92.55 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:40:55.706, 93.46 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:40:56.707, 93.15 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:40:57.707, 94.68 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:40:58.707, 94.32 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:40:59.707, 94.27 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:41:00.707, 94.89 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:41:01.707, 94.40 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:41:02.707, 94.59 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:41:03.708, 94.65 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:41:04.708, 95.34 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:41:05.708, 95.33 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:41:06.708, 94.61 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:41:07.708, 94.64 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:41:08.708, 94.53 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:41:09.708, 94.53 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:41:10.708, 95.30 W, 70, 1545 MHz, 7301 MHz
2026/04/28 20:41:11.708, 96.00 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:41:12.708, 96.01 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:41:13.709, 96.97 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:41:14.709, 96.22 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:41:15.709, 97.24 W, 71, 1515 MHz, 7301 MHz
2026/04/28 20:41:16.709, 96.93 W, 71, 1522 MHz, 7301 MHz
2026/04/28 20:41:17.709, 97.55 W, 71, 1507 MHz, 7301 MHz
2026/04/28 20:41:18.709, 95.87 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:41:19.709, 96.49 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:41:20.709, 96.63 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:41:21.710, 96.73 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:41:22.710, 97.00 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:41:23.710, 96.17 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:41:24.710, 96.40 W, 70, 1477 MHz, 7301 MHz
2026/04/28 20:41:25.710, 95.11 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:41:26.710, 94.55 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:41:27.710, 94.33 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:41:28.710, 93.38 W, 69, 1500 MHz, 7301 MHz
2026/04/28 20:41:29.710, 93.80 W, 69, 1470 MHz, 7301 MHz
2026/04/28 20:41:30.710, 95.92 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:41:31.711, 94.75 W, 70, 1492 MHz, 7301 MHz
2026/04/28 20:41:32.711, 95.58 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:41:33.711, 96.71 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:41:34.711, 97.43 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:41:35.711, 97.57 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:41:36.711, 97.96 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:41:37.711, 98.08 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:41:38.711, 97.25 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:41:39.712, 98.24 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:41:40.712, 96.84 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:41:41.712, 95.44 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:41:42.712, 95.37 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:41:43.712, 96.01 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:41:44.712, 95.19 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:41:45.712, 96.85 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:41:46.712, 96.91 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:41:47.713, 97.74 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:41:48.713, 96.72 W, 71, 1545 MHz, 7301 MHz
2026/04/28 20:41:49.713, 98.17 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:41:50.713, 98.17 W, 72, 1447 MHz, 7301 MHz
2026/04/28 20:41:51.713, 97.36 W, 72, 1537 MHz, 7301 MHz
2026/04/28 20:41:52.713, 96.91 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:41:53.713, 97.70 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:41:54.713, 97.42 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:41:55.714, 97.75 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:41:56.714, 97.48 W, 70, 1380 MHz, 7301 MHz
2026/04/28 20:41:57.714, 96.90 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:41:58.714, 98.50 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:41:59.714, 98.25 W, 70, 1470 MHz, 7301 MHz
2026/04/28 20:42:00.714, 97.86 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:42:01.714, 97.71 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:42:02.714, 97.75 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:42:03.715, 94.30 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:42:04.716, 97.68 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:42:05.716, 95.06 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:42:06.716, 97.18 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:42:07.716, 98.12 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:42:08.716, 97.89 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:42:09.716, 97.82 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:42:10.716, 97.95 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:42:11.716, 96.87 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:42:12.717, 98.01 W, 72, 1500 MHz, 7301 MHz
2026/04/28 20:42:13.717, 97.73 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:42:14.717, 97.86 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:42:15.717, 97.81 W, 71, 1357 MHz, 7301 MHz
2026/04/28 20:42:16.717, 98.21 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:42:17.717, 98.28 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:42:18.717, 98.18 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:42:19.717, 98.48 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:42:20.718, 98.49 W, 72, 1395 MHz, 7301 MHz
2026/04/28 20:42:21.718, 97.89 W, 72, 1350 MHz, 7301 MHz
2026/04/28 20:42:22.718, 96.50 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:42:23.718, 97.75 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:42:24.718, 97.62 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:42:25.718, 98.52 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:42:26.718, 98.78 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:42:27.718, 98.95 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:42:28.719, 99.01 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:42:29.719, 98.06 W, 73, 1342 MHz, 7301 MHz
2026/04/28 20:42:30.719, 96.55 W, 72, 1485 MHz, 7301 MHz
2026/04/28 20:42:31.719, 94.84 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:42:32.719, 97.72 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:42:33.719, 99.28 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:42:34.719, 98.75 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:42:35.719, 97.83 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:42:36.720, 97.91 W, 72, 1492 MHz, 7301 MHz
2026/04/28 20:42:37.720, 96.62 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:42:38.720, 98.00 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:42:39.720, 97.70 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:42:40.720, 99.18 W, 70, 1522 MHz, 7301 MHz
2026/04/28 20:42:41.720, 97.83 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:42:42.720, 98.53 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:42:43.721, 97.69 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:42:44.722, 96.87 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:42:45.722, 98.07 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:42:46.722, 98.94 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:42:47.722, 99.76 W, 71, 1395 MHz, 7301 MHz
2026/04/28 20:42:48.722, 98.52 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:42:49.722, 95.72 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:42:50.722, 96.38 W, 71, 1537 MHz, 7301 MHz
2026/04/28 20:42:51.722, 96.75 W, 70, 1515 MHz, 7301 MHz
2026/04/28 20:42:52.723, 99.05 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:42:53.723, 99.97 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:42:54.723, 97.80 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:42:55.723, 97.10 W, 72, 1492 MHz, 7301 MHz
2026/04/28 20:42:56.723, 97.65 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:42:57.723, 98.37 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:42:58.723, 99.34 W, 70, 1425 MHz, 7301 MHz
2026/04/28 20:42:59.723, 98.35 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:43:00.724, 95.79 W, 73, 1410 MHz, 7301 MHz
2026/04/28 20:43:01.724, 96.36 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:43:02.724, 99.71 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:43:03.724, 98.60 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:43:04.724, 97.95 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:43:05.724, 97.15 W, 72, 1515 MHz, 7301 MHz
2026/04/28 20:43:06.724, 96.77 W, 71, 1410 MHz, 7301 MHz
2026/04/28 20:43:07.724, 98.91 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:43:08.724, 99.44 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:43:09.725, 100.34 W, 71, 1455 MHz, 7301 MHz
2026/04/28 20:43:10.725, 98.06 W, 73, 1485 MHz, 7301 MHz
2026/04/28 20:43:11.725, 96.93 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:43:12.725, 97.27 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:43:13.725, 99.95 W, 71, 1492 MHz, 7301 MHz
2026/04/28 20:43:14.725, 99.40 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:43:15.725, 99.08 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:43:16.725, 97.32 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:43:17.726, 98.06 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:43:18.726, 100.92 W, 71, 1365 MHz, 7301 MHz
2026/04/28 20:43:19.726, 99.12 W, 71, 1470 MHz, 7301 MHz
2026/04/28 20:43:20.726, 95.89 W, 72, 1455 MHz, 7301 MHz
2026/04/28 20:43:21.862, 95.47 W, 70, 1425 MHz, 7301 MHz
2026/04/28 20:43:22.862, 97.60 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:43:23.862, 100.18 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:43:24.862, 98.53 W, 73, 1357 MHz, 7301 MHz
2026/04/28 20:43:25.862, 96.43 W, 71, 1357 MHz, 7301 MHz
2026/04/28 20:43:26.862, 98.94 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:43:27.862, 100.21 W, 71, 1470 MHz, 7301 MHz
2026/04/28 20:43:28.863, 99.76 W, 73, 1455 MHz, 7301 MHz
2026/04/28 20:43:29.863, 93.57 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:43:30.863, 96.90 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:43:31.863, 99.21 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:43:32.864, 99.21 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:43:33.865, 96.95 W, 72, 1500 MHz, 7301 MHz
2026/04/28 20:43:34.865, 97.34 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:43:35.866, 100.17 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:43:36.867, 99.65 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:43:37.867, 95.88 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:43:38.867, 97.08 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:43:39.867, 100.24 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:43:40.867, 100.38 W, 72, 1507 MHz, 7301 MHz
2026/04/28 20:43:41.867, 99.38 W, 73, 1470 MHz, 7301 MHz
2026/04/28 20:43:42.867, 96.85 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:43:43.867, 100.34 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:43:44.867, 100.75 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:43:45.868, 100.54 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:43:46.868, 97.87 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:43:47.868, 98.32 W, 73, 1342 MHz, 7301 MHz
2026/04/28 20:43:48.868, 99.11 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:43:49.868, 100.25 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:43:50.868, 99.11 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:43:51.868, 96.81 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:43:52.868, 99.29 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:43:53.869, 98.19 W, 73, 1485 MHz, 7301 MHz
2026/04/28 20:43:54.869, 95.76 W, 73, 1357 MHz, 7301 MHz
2026/04/28 20:43:55.869, 95.61 W, 70, 1485 MHz, 7301 MHz
2026/04/28 20:43:56.869, 98.96 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:43:57.888, 98.69 W, 73, 1515 MHz, 7301 MHz
2026/04/28 20:43:58.888, 95.31 W, 73, 1425 MHz, 7301 MHz
2026/04/28 20:43:59.889, 97.62 W, 72, 1447 MHz, 7301 MHz
2026/04/28 20:44:00.889, 100.93 W, 73, 1380 MHz, 7301 MHz
2026/04/28 20:44:01.889, 98.44 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:44:02.889, 97.77 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:44:03.889, 100.99 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:44:04.889, 101.09 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:44:05.889, 98.79 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:44:06.889, 97.74 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:44:07.890, 100.99 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:44:08.890, 100.74 W, 73, 1522 MHz, 7301 MHz
2026/04/28 20:44:09.890, 98.11 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:44:10.890, 97.16 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:44:11.890, 101.36 W, 72, 1402 MHz, 7301 MHz
2026/04/28 20:44:12.891, 99.42 W, 72, 1470 MHz, 7301 MHz
2026/04/28 20:44:13.891, 100.00 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:44:14.891, 97.63 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:44:15.892, 100.53 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:44:16.892, 100.56 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:44:17.892, 96.65 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:44:18.892, 97.43 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:44:19.892, 100.62 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:44:20.892, 102.08 W, 74, 1552 MHz, 7301 MHz
2026/04/28 20:44:21.892, 97.14 W, 74, 1395 MHz, 7301 MHz
2026/04/28 20:44:22.892, 99.39 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:44:23.892, 100.01 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:44:24.893, 98.83 W, 74, 1365 MHz, 7301 MHz
2026/04/28 20:44:25.893, 93.75 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:44:26.893, 89.97 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:44:27.893, 89.32 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:44:28.893, 92.06 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:44:29.893, 92.57 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:44:30.893, 88.77 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:44:31.893, 89.05 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:44:32.894, 93.65 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:44:33.894, 92.88 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:44:34.894, 89.30 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:44:35.894, 89.77 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:44:36.894, 92.01 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:44:37.894, 94.35 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:44:38.894, 90.91 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:44:39.895, 89.50 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:44:40.895, 90.34 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:44:41.895, 93.40 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:44:42.895, 93.79 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:44:43.895, 90.61 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:44:44.895, 88.53 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:44:45.895, 89.08 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:44:46.895, 89.89 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:44:47.895, 93.05 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:44:48.896, 93.46 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:44:49.896, 91.78 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:44:50.896, 89.11 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:44:51.896, 90.06 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:44:52.897, 89.57 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:44:53.897, 91.08 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:44:54.897, 93.05 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:44:55.898, 94.21 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:44:56.898, 93.33 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:44:57.898, 90.71 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:44:58.898, 90.46 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:44:59.898, 91.32 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:45:00.898, 91.37 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:45:01.898, 92.10 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:45:02.898, 94.20 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:45:03.899, 95.67 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:45:04.899, 92.80 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:45:05.899, 91.77 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:45:06.899, 90.82 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:45:07.899, 91.29 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:45:08.899, 91.46 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:45:09.899, 90.31 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:45:10.899, 90.39 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:45:11.900, 90.96 W, 68, 1552 MHz, 7301 MHz
2026/04/28 20:45:12.900, 91.58 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:45:13.900, 92.26 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:45:14.900, 92.82 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:45:15.900, 92.68 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:45:16.900, 95.09 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:45:17.900, 95.90 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:45:18.900, 95.28 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:45:19.901, 94.29 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:45:20.901, 94.10 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:45:21.901, 93.42 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:45:22.901, 92.46 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:45:23.901, 92.42 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:45:24.901, 94.30 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:45:25.901, 93.49 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:45:26.901, 92.99 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:45:27.902, 93.98 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:45:28.902, 94.05 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:45:29.902, 94.16 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:45:30.902, 94.87 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:45:31.902, 96.18 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:45:32.902, 97.32 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:45:33.902, 96.24 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:45:34.902, 97.35 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:45:35.903, 96.14 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:45:36.903, 97.07 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:45:37.903, 95.21 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:45:38.903, 92.42 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:45:39.903, 92.98 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:45:40.903, 95.88 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:45:41.903, 97.49 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:45:42.904, 97.81 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:45:43.904, 97.53 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:45:44.905, 95.98 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:45:45.905, 93.69 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:45:46.905, 93.51 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:45:47.905, 95.64 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:45:48.905, 97.46 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:45:49.905, 95.84 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:45:50.906, 95.89 W, 71, 1545 MHz, 7301 MHz
2026/04/28 20:45:51.906, 96.06 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:45:52.906, 97.44 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:45:53.906, 97.09 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:45:54.906, 97.83 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:45:55.906, 94.99 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:45:56.906, 96.86 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:45:57.907, 95.64 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:45:58.907, 96.86 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:45:59.907, 97.45 W, 72, 1477 MHz, 7301 MHz
2026/04/28 20:46:00.907, 97.51 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:46:01.907, 97.53 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:46:02.907, 96.88 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:46:03.907, 96.04 W, 72, 1492 MHz, 7301 MHz
2026/04/28 20:46:04.907, 97.78 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:46:05.907, 97.06 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:46:06.908, 96.86 W, 71, 1485 MHz, 7301 MHz
2026/04/28 20:46:07.908, 96.30 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:46:08.908, 95.71 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:46:09.908, 95.61 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:46:10.908, 95.03 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:46:11.908, 95.40 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:46:12.908, 96.60 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:46:13.908, 95.07 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:46:14.909, 96.56 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:46:15.909, 96.52 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:46:16.909, 97.75 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:46:17.909, 97.34 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:46:18.909, 98.19 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:46:19.909, 95.42 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:46:20.909, 96.81 W, 72, 1552 MHz, 7301 MHz
